fileName	dwellTimeCentre	dwellTimeTail	dwellTimeHead
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data	60.0	90.0	146.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data		114.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT2_data_dwell_data	16.0	94.0	98.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT2_data_dwell_data	90.0	134.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT2_data_dwell_data	108.0	130.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	4.0	20.0	46.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	22.0	26.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	54.0	30.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	28.0	30.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	22.0	24.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	32.0	28.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	26.0	28.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	26.0	24.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	26.0	52.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	28.0	32.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	16.0	26.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	16.0	30.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	18.0	26.0	2.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	26.0	22.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	18.0	16.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	28.0	16.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	20.0	18.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	30.0	20.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	26.0	26.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	20.0	26.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT3_data_dwell_data	10.0	6.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	28.0	68.0	68.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	46.0	28.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	16.0	110.0	46.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	26.0	22.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	42.0	54.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	114.0	26.0	70.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	20.0	20.0	116.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	20.0	10.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	34.0	18.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	26.0	14.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	20.0	26.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	18.0	42.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data	22.0	18.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data		32.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data		26.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT4_data_dwell_data		10.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	2.0	36.0	56.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	114.0	32.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	24.0	14.0	70.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	18.0	56.0	94.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	66.0	18.0	76.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	124.0	30.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	26.0	18.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	24.0	24.0	6.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	74.0	28.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	20.0	92.0	62.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	24.0	32.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	24.0	30.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	26.0	18.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	34.0	54.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data	8.0	78.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data		72.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data		30.0	
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT5_data_dwell_data		12.0	
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	86.0	194.0	40.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	180.0	118.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	32.0	36.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	136.0	68.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	42.0	192.0	42.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	34.0	94.0	144.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	28.0	238.0	62.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	54.0	280.0	90.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	34.0	40.0	68.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	146.0	38.0	202.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	40.0	34.0	126.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	122.0	38.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	68.0	46.0	68.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	96.0	64.0	202.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	92.0	248.0	152.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	252.0	68.0	96.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	70.0		92.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT1_data_dwell_data	264.0		278.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	188.0	64.0	66.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	130.0	160.0	52.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	56.0	240.0	60.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	242.0	240.0	40.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	50.0	124.0	62.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	224.0	66.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	62.0	46.0	54.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	136.0	80.0	50.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	36.0	62.0	76.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	66.0	60.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	60.0	88.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	40.0	66.0	164.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	48.0	54.0	244.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	44.0	60.0	236.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	48.0	40.0	120.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	86.0	58.0	66.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	112.0	56.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	70.0	50.0	44.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	38.0	106.0	84.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	62.0	74.0	
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	52.0	28.0	
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data	106.0	58.0	
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data		86.0	
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT2_data_dwell_data		92.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	32.0	46.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	36.0	74.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	28.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	26.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	24.0	18.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	32.0	24.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	42.0	18.0	62.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	14.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	30.0	50.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	30.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	26.0	18.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	28.0	18.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0	18.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	22.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	66.0	16.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	10.0	22.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	16.0	22.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	24.0	12.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	28.0	10.0	64.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	18.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	36.0	54.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	16.0	20.0	40.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	16.0	20.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	24.0	24.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	26.0	20.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0	18.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	16.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	34.0	12.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	24.0	18.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	32.0	18.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	16.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	18.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	12.0	12.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	22.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	18.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	14.0	24.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	26.0	36.0	88.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	14.0	36.0	76.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	70.0	18.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	30.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	22.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	24.0	62.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	68.0	16.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	34.0	32.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	44.0	18.0	48.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0	18.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	14.0	24.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	18.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	16.0	16.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	18.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	26.0	16.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	14.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	28.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	22.0	56.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0	22.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	56.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	26.0	30.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	8.0	14.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	14.0	18.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0	20.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	12.0	22.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0	16.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	12.0	24.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	16.0	16.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	34.0	24.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	14.0	12.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0	32.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	14.0	16.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	12.0	16.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	20.0		12.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	18.0		8.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data	16.0		26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT3_data_dwell_data			16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT4_data_dwell_data	1506.0	390.0	470.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT4_data_dwell_data	462.0	520.0	320.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT4_data_dwell_data	424.0	934.0	326.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT4_data_dwell_data	684.0	484.0	3078.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT4_data_dwell_data	450.0	336.0	382.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT4_data_dwell_data		332.0	510.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	48.0	62.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	44.0	44.0	44.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	38.0	26.0	46.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	44.0	18.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	26.0	96.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	64.0	40.0	66.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	18.0	10.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	34.0	128.0	302.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	246.0	32.0	66.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	38.0	96.0	84.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	78.0	52.0	60.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	12.0	40.0	44.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	226.0	44.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	86.0	46.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	44.0	30.0	104.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	32.0	32.0	46.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	338.0	16.0	154.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	92.0	70.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	46.0	60.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	50.0	88.0	312.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data	86.0		96.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT5_data_dwell_data			54.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	130.0	104.0	62.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	100.0	82.0	50.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	62.0	68.0	90.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	74.0	68.0	48.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	40.0	46.0	58.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	62.0	60.0	116.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	108.0	44.0	80.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	72.0	58.0	52.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	50.0	36.0	50.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	42.0	32.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	56.0	62.0	104.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	60.0	52.0	84.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	204.0	90.0	68.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	42.0	50.0	68.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	70.0	58.0	44.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	60.0	116.0	60.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	58.0	82.0	44.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	36.0	52.0	58.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	60.0	54.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	34.0	32.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT6_data_dwell_data	32.0		
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	24.0	36.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	108.0	108.0	40.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	30.0	28.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	24.0	70.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	90.0	28.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	92.0	22.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	32.0	24.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	24.0	24.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	18.0	26.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	24.0	64.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	28.0	58.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	22.0	48.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	18.0	22.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	36.0	24.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	20.0	8.0	48.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	64.0	48.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	22.0	28.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	26.0	8.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	22.0	24.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	24.0	28.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	20.0	36.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	28.0	10.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	18.0	32.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	10.0	34.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	20.0	38.0	76.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	24.0	40.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	18.0	44.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	42.0	44.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	22.0	22.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	8.0	18.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	20.0	14.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_130_FILAMENT7_data_dwell_data	26.0	12.0	20.0
