fileName	dwellTimeCentre	dwellTimeTail	dwellTimeHead
Olympus_x4_10sec_2023-12-13_filamentB_small_cleaned_shortened_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentB_small_cleaned_shortened_data_dwell_data	10.0	10.0	70.0
Olympus_x4_10sec_2023-12-13_filamentB_small_cleaned_shortened_data_dwell_data	20.0	10.0	40.0
Olympus_x4_10sec_2023-12-13_filamentB_small_cleaned_shortened_data_dwell_data	10.0	10.0	40.0
Olympus_x4_10sec_2023-12-13_filamentB_small_cleaned_shortened_data_dwell_data	20.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	730.0	300.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	10.0	60.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	1240.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	30.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	20.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	890.0	40.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	40.0	40.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	20.0	10.0	180.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	290.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	740.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	10.0	60.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	30.0	10.0	20.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	900.0	10.0	10.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	30.0	10.0	20.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	40.0	10.0	910.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data	190.0	40.0	40.0
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data		30.0	
Olympus_x4_10sec_2023-12-13_filamentD_small_1_1100_data_dwell_data		180.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	150.0	50.0	140.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	50.0	20.0	30.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	20.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	30.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	40.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	20.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	90.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	30.0	40.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	10.0	30.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	30.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	20.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	30.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	50.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	20.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	10.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	450.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	420.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	150.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	20.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	30.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	10.0	30.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	20.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	30.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	20.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	20.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	30.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	10.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	20.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	10.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	20.0	20.0	20.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	30.0	450.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	450.0	20.0	10.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	30.0	410.0
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	10.0	40.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	30.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	420.0	60.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data	30.0	40.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		20.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		20.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		20.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		10.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		20.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		10.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		10.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		20.0	
Olympus_x4_10sec_2023-12-05_1_filamentE_small_data_dwell_data		30.0	
FCCPset_04_08_22_Optoscope_x10_10sec_CellCam_T3_F4_data_dwell_data	20.0	50.0	30.0
FCCPset_04_08_22_Optoscope_x10_10sec_CellCam_T3_F4_data_dwell_data	50.0	20.0	60.0
FCCPset_04_08_22_Optoscope_x10_10sec_CellCam_T3_F4_data_dwell_data	20.0	10.0	50.0
FCCPset_04_08_22_Optoscope_x10_10sec_CellCam_T3_F4_data_dwell_data	20.0	30.0	20.0
FCCPset_04_08_22_Optoscope_x10_10sec_CellCam_T3_F4_data_dwell_data	110.0	60.0	
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	76.0	4.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	16.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	24.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	34.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	28.0	16.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	38.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	104.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	48.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	22.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	36.0	30.0	60.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	44.0	12.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	22.0	168.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	38.0	6.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	42.0	14.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	44.0	12.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	18.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	8.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	16.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	24.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	12.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	12.0	14.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	78.0	14.0	60.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	12.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	10.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	8.0	26.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	12.0	16.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	100.0	16.0	4.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	20.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	42.0	16.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	22.0	6.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	22.0	44.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	10.0	8.0	36.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	24.0	16.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	30.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	12.0	10.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	32.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	8.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	20.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	20.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	24.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	18.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	24.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	66.0	16.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	78.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	18.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	26.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	10.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	26.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	34.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	10.0	56.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	86.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	10.0	10.0	40.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	28.0	10.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	36.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	28.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	16.0	4.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	34.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	58.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	32.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	8.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	32.0	18.0	100.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	24.0	26.0	46.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	22.0	88.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	32.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	24.0	12.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	30.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	14.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	14.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	16.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	30.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	56.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	16.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	100.0	22.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	10.0	26.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	12.0	30.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	24.0	30.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	28.0	22.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	20.0	14.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	18.0	10.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	10.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	12.0	16.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	20.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	16.0	14.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	70.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	34.0	8.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	138.0	18.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	14.0	16.0	8.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	28.0	18.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	32.0	12.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	24.0	16.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	16.0	32.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	36.0	22.0	10.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	14.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	20.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	28.0	8.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	180.0	22.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	24.0	24.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	30.0	10.0	28.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	26.0	8.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	138.0	20.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	32.0	18.0	24.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	34.0	24.0	54.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	44.0	22.0	26.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	22.0	22.0	30.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	28.0	44.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	20.0	16.0	46.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	40.0	34.0	20.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	48.0	22.0	38.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data	36.0	36.0	40.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		100.0	18.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		76.0	34.0
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		34.0	
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		10.0	
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		20.0	
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		54.0	
Olympus_x4_2sec_2024-03-12_1in50dil_131_FILAMENT9_data_dwell_data		26.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT2_data_dwell_data	280.0	96.0	207.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT2_data_dwell_data	105.0		90.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT2_data_dwell_data			132.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	24.0	34.0	23.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	38.0	56.0	45.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	73.0	50.0	73.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	70.0	187.0	52.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	263.0	71.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	47.0	23.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	18.0	57.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	53.0	90.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	314.0	23.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	12.0	11.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	123.0	25.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	29.0	79.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	171.0	26.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	43.0	85.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	71.0	56.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	189.0	13.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	15.0	7.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	83.0	7.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	70.0	18.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	10.0	23.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	30.0	17.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	45.0	55.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	15.0	97.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	23.0	8.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	36.0	17.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data	50.0	45.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		10.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		21.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		21.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		27.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		46.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		75.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		45.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		207.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		24.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		77.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		22.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		87.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		11.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		68.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		45.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		27.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		84.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		37.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		35.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		17.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		60.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		30.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		11.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		15.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		48.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		10.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		23.0	
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT1_data_dwell_data		183.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT2_data_dwell_data	280.0	96.0	207.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT2_data_dwell_data	105.0		90.0
Olympus_x4_1sec_2024-03-12_1in50dil_126_FILAMENT2_data_dwell_data			132.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data	60.0	84.0	90.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data	124.0	80.0	100.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data	120.0	94.0	42.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data	76.0	130.0	6.0
Olympus_x4_2sec_2024-03-12_1in50dil_129_FILAMENT1_data_dwell_data	92.0	72.0	74.0
